"Isolation","Trait_A","Trait_B","Observed_PN","Percent_PN"
"Freshwater","Cellobiose","Growth at 19°C",0,0.983
"Freshwater","Cellobiose","Growth at 25°C",0,0.953
"Freshwater","Cellobiose","Growth at 30°C",0,0.698
"Freshwater","Cellobiose","Growth at 37°C",6,0.761
"Freshwater","Salicin","L-Sorbose",8,0.955
"Freshwater","Salicin","L-Rhamnose",5,0.453
"Freshwater","Salicin","D-Xylose",1,0.648
"Freshwater","Salicin","L-Arabinose",11,0.997
"Freshwater","Salicin","D-Arabinose",10,0.959
"Freshwater","Salicin","D-Ribose",9,0.936
"Freshwater","Salicin","Methanol",10,0.899
"Freshwater","Salicin","Ethanol",1,0.755
"Freshwater","Salicin","Glycerol",1,0.853
"Freshwater","Salicin","Erythritol",11,0.992
"Freshwater","Salicin","Ribitol",8,0.977
"Freshwater","Salicin","Galactitol",11,0.991
"Freshwater","Salicin","D-Mannitol",1,0.786
"Freshwater","Salicin","D-Glucitol",0,0.653
"Freshwater","Salicin","myo-Inositol",11,0.993
"Freshwater","Salicin","DL-Lactate",4,0.587
"Freshwater","Salicin","Succinate",1,0.762
"Freshwater","Salicin","Citrate",5,0.832
"Freshwater","Salicin","D-Gluconate",4,0.711
"Freshwater","Salicin","D-Glucosamine",6,0.761
"Freshwater","Salicin","Nitrate",6,0.547
"Freshwater","Salicin","Vitamin-free",9,0.892
"Freshwater","Salicin","2-Keto-D-gluconate",6,0.771
"Freshwater","Salicin","Starch formation",11,0.994
"Freshwater","Salicin","Growth at 19°C",0,0.979
"Freshwater","Salicin","Growth at 25°C",0,0.959
"Freshwater","Salicin","Growth at 30°C",0,0.694
"Freshwater","Salicin","Growth at 37°C",6,0.768
"Freshwater","L-Sorbose","L-Rhamnose",3,0.612
"Freshwater","L-Sorbose","D-Xylose",1,0.82
"Freshwater","L-Sorbose","L-Arabinose",4,0.575
"Freshwater","L-Sorbose","D-Arabinose",4,0.595
"Freshwater","L-Sorbose","D-Ribose",4,0.646
"Freshwater","L-Sorbose","Methanol",4,0.532
"Freshwater","L-Sorbose","Ethanol",0,0.743
"Freshwater","L-Sorbose","Glycerol",0,0.84
"Freshwater","L-Sorbose","Erythritol",4,0.561
"Freshwater","L-Sorbose","Ribitol",4,0.78
"Freshwater","L-Sorbose","Galactitol",4,0.51
"Freshwater","L-Sorbose","D-Mannitol",1,0.892
"Freshwater","L-Sorbose","D-Glucitol",1,0.897
"Freshwater","L-Sorbose","myo-Inositol",4,0.503
"Freshwater","L-Sorbose","DL-Lactate",3,0.779
"Freshwater","L-Sorbose","Succinate",0,0.763
"Freshwater","L-Sorbose","Citrate",3,0.813
"Freshwater","L-Sorbose","D-Gluconate",2,0.696
"Freshwater","L-Sorbose","D-Glucosamine",2,0.506
"Freshwater","L-Sorbose","Nitrate",3,0.568
"Freshwater","L-Sorbose","Vitamin-free",4,0.644
"Freshwater","L-Sorbose","2-Keto-D-gluconate",2,0.484
"Freshwater","L-Sorbose","Starch formation",4,0.546
"Freshwater","L-Sorbose","Growth at 19°C",0,0.989
"Freshwater","L-Sorbose","Growth at 25°C",0,0.982
"Freshwater","L-Sorbose","Growth at 30°C",0,0.823
"Freshwater","L-Sorbose","Growth at 37°C",4,0.829
"Freshwater","L-Rhamnose","D-Xylose",0,0.738
"Freshwater","L-Rhamnose","L-Arabinose",6,0.977
"Freshwater","L-Rhamnose","D-Arabinose",5,0.922
"Freshwater","L-Rhamnose","D-Ribose",5,0.955
"Freshwater","L-Rhamnose","Methanol",6,0.972
"Freshwater","L-Rhamnose","Ethanol",0,0.811
"Freshwater","L-Rhamnose","Glycerol",0,0.877
"Freshwater","L-Rhamnose","Erythritol",6,0.974
"Freshwater","L-Rhamnose","Ribitol",5,0.977
"Freshwater","L-Rhamnose","Galactitol",6,0.967
"Freshwater","L-Rhamnose","D-Mannitol",0,0.838
"Freshwater","L-Rhamnose","D-Glucitol",0,0.834
"Freshwater","L-Rhamnose","myo-Inositol",6,0.968
"Freshwater","L-Rhamnose","DL-Lactate",0,0.359
"Freshwater","L-Rhamnose","Succinate",0,0.833
"Freshwater","L-Rhamnose","Citrate",2,0.866
"Freshwater","L-Rhamnose","D-Gluconate",2,0.86
"Freshwater","L-Rhamnose","D-Glucosamine",4,0.918
"Freshwater","L-Rhamnose","Nitrate",2,0.571
"Freshwater","L-Rhamnose","Vitamin-free",4,0.858
"Freshwater","L-Rhamnose","2-Keto-D-gluconate",4,0.938
"Freshwater","L-Rhamnose","Starch formation",6,0.965
"Freshwater","L-Rhamnose","Growth at 19°C",0,0.985
"Freshwater","L-Rhamnose","Growth at 25°C",0,0.978
"Freshwater","L-Rhamnose","Growth at 30°C",0,0.857
"Freshwater","L-Rhamnose","Growth at 37°C",3,0.837
"Freshwater","D-Xylose","L-Arabinose",10,0.978
"Freshwater","D-Xylose","D-Arabinose",9,0.899
"Freshwater","D-Xylose","D-Ribose",8,0.874
"Freshwater","D-Xylose","Methanol",9,0.817
"Freshwater","D-Xylose","Ethanol",0,0.641
"Freshwater","D-Xylose","Glycerol",0,0.752
"Freshwater","D-Xylose","Erythritol",10,0.97
"Freshwater","D-Xylose","Ribitol",7,0.94
"Freshwater","D-Xylose","Galactitol",10,0.959
"Freshwater","D-Xylose","D-Mannitol",0,0.671
"Freshwater","D-Xylose","D-Glucitol",0,0.671
"Freshwater","D-Xylose","myo-Inositol",10,0.96
"Freshwater","D-Xylose","DL-Lactate",3,0.468
"Freshwater","D-Xylose","Succinate",0,0.641
"Freshwater","D-Xylose","Citrate",4,0.74
"Freshwater","D-Xylose","D-Gluconate",4,0.731
"Freshwater","D-Xylose","D-Glucosamine",5,0.656
"Freshwater","D-Xylose","Nitrate",5,0.389
"Freshwater","D-Xylose","Vitamin-free",8,0.799
"Freshwater","D-Xylose","2-Keto-D-gluconate",6,0.801
"Freshwater","D-Xylose","Starch formation",10,0.968
"Freshwater","D-Xylose","Growth at 19°C",0,0.982
"Freshwater","D-Xylose","Growth at 25°C",0,0.957
"Freshwater","D-Xylose","Growth at 30°C",0,0.721
"Freshwater","D-Xylose","Growth at 37°C",5,0.661
"Freshwater","L-Arabinose","D-Arabinose",0,0.433
"Freshwater","L-Arabinose","D-Ribose",0,0.474
"Freshwater","L-Arabinose","Methanol",0,0.406
"Freshwater","L-Arabinose","Ethanol",0,0.937
"Freshwater","L-Arabinose","Glycerol",0,0.944
"Freshwater","L-Arabinose","Erythritol",0,0.418
"Freshwater","L-Arabinose","Ribitol",0,0.566
"Freshwater","L-Arabinose","Galactitol",0,0.397
"Freshwater","L-Arabinose","D-Mannitol",0,0.945
"Freshwater","L-Arabinose","D-Glucitol",0,0.949
"Freshwater","L-Arabinose","myo-Inositol",0,0.392
"Freshwater","L-Arabinose","DL-Lactate",0,0.7
"Freshwater","L-Arabinose","Succinate",0,0.938
"Freshwater","L-Arabinose","Citrate",0,0.722
"Freshwater","L-Arabinose","D-Gluconate",0,0.708
"Freshwater","L-Arabinose","D-Glucosamine",0,0.569
"Freshwater","L-Arabinose","Nitrate",0,0.555
"Freshwater","L-Arabinose","Vitamin-free",0,0.498
"Freshwater","L-Arabinose","2-Keto-D-gluconate",0,0.559
"Freshwater","L-Arabinose","Starch formation",0,0.409
"Freshwater","L-Arabinose","Growth at 19°C",0,0.996
"Freshwater","L-Arabinose","Growth at 25°C",0,0.992
"Freshwater","L-Arabinose","Growth at 30°C",0,0.965
"Freshwater","L-Arabinose","Growth at 37°C",0,0.626
"Freshwater","D-Arabinose","D-Ribose",0,0.469
"Freshwater","D-Arabinose","Methanol",1,0.596
"Freshwater","D-Arabinose","Ethanol",0,0.917
"Freshwater","D-Arabinose","Glycerol",0,0.946
"Freshwater","D-Arabinose","Erythritol",1,0.6
"Freshwater","D-Arabinose","Ribitol",0,0.556
"Freshwater","D-Arabinose","Galactitol",1,0.581
"Freshwater","D-Arabinose","D-Mannitol",0,0.925
"Freshwater","D-Arabinose","D-Glucitol",0,0.933
"Freshwater","D-Arabinose","myo-Inositol",1,0.574
"Freshwater","D-Arabinose","DL-Lactate",0,0.637
"Freshwater","D-Arabinose","Succinate",0,0.921
"Freshwater","D-Arabinose","Citrate",1,0.867
"Freshwater","D-Arabinose","D-Gluconate",1,0.861
"Freshwater","D-Arabinose","D-Glucosamine",0,0.552
"Freshwater","D-Arabinose","Nitrate",0,0.502
"Freshwater","D-Arabinose","Vitamin-free",1,0.673
"Freshwater","D-Arabinose","2-Keto-D-gluconate",0,0.551
"Freshwater","D-Arabinose","Starch formation",1,0.589
"Freshwater","D-Arabinose","Growth at 19°C",0,0.996
"Freshwater","D-Arabinose","Growth at 25°C",0,0.994
"Freshwater","D-Arabinose","Growth at 30°C",0,0.939
"Freshwater","D-Arabinose","Growth at 37°C",1,0.788
"Freshwater","D-Ribose","Methanol",1,0.346
"Freshwater","D-Ribose","Ethanol",0,0.846
"Freshwater","D-Ribose","Glycerol",0,0.907
"Freshwater","D-Ribose","Erythritol",2,0.571
"Freshwater","D-Ribose","Ribitol",0,0.411
"Freshwater","D-Ribose","Galactitol",2,0.544
"Freshwater","D-Ribose","D-Mannitol",0,0.87
"Freshwater","D-Ribose","D-Glucitol",0,0.876
"Freshwater","D-Ribose","myo-Inositol",2,0.527
"Freshwater","D-Ribose","DL-Lactate",1,0.716
"Freshwater","D-Ribose","Succinate",0,0.852
"Freshwater","D-Ribose","Citrate",1,0.743
"Freshwater","D-Ribose","D-Gluconate",2,0.894
"Freshwater","D-Ribose","D-Glucosamine",1,0.569
"Freshwater","D-Ribose","Nitrate",0,0.282
"Freshwater","D-Ribose","Vitamin-free",2,0.656
"Freshwater","D-Ribose","2-Keto-D-gluconate",1,0.564
"Freshwater","D-Ribose","Starch formation",2,0.555
"Freshwater","D-Ribose","Growth at 19°C",0,0.998
"Freshwater","D-Ribose","Growth at 25°C",0,0.987
"Freshwater","D-Ribose","Growth at 30°C",0,0.897
"Freshwater","D-Ribose","Growth at 37°C",1,0.618
"Freshwater","Methanol","Ethanol",0,0.94
"Freshwater","Methanol","Glycerol",0,0.962
"Freshwater","Methanol","Erythritol",1,0.846
"Freshwater","Methanol","Ribitol",0,0.774
"Freshwater","Methanol","Galactitol",1,0.847
"Freshwater","Methanol","D-Mannitol",0,0.951
"Freshwater","Methanol","D-Glucitol",0,0.949
"Freshwater","Methanol","myo-Inositol",1,0.839
"Freshwater","Methanol","DL-Lactate",1,0.945
"Freshwater","Methanol","Succinate",0,0.95
"Freshwater","Methanol","Citrate",0,0.838
"Freshwater","Methanol","D-Gluconate",1,0.946
"Freshwater","Methanol","D-Glucosamine",1,0.916
"Freshwater","Methanol","Nitrate",0,0.655
"Freshwater","Methanol","Vitamin-free",1,0.877
"Freshwater","Methanol","2-Keto-D-gluconate",1,0.912
"Freshwater","Methanol","Starch formation",1,0.842
"Freshwater","Methanol","Growth at 19°C",0,0.999
"Freshwater","Methanol","Growth at 25°C",0,0.994
"Freshwater","Methanol","Growth at 30°C",0,0.959
"Freshwater","Methanol","Growth at 37°C",0,0.731
"Freshwater","Ethanol","Glycerol",0,0.706
"Freshwater","Ethanol","Erythritol",11,0.978
"Freshwater","Ethanol","Ribitol",8,0.93
"Freshwater","Ethanol","Galactitol",11,0.97
"Freshwater","Ethanol","D-Mannitol",1,0.71
"Freshwater","Ethanol","D-Glucitol",1,0.726
"Freshwater","Ethanol","myo-Inositol",11,0.964
"Freshwater","Ethanol","DL-Lactate",4,0.474
"Freshwater","Ethanol","Succinate",0,0.579
"Freshwater","Ethanol","Citrate",5,0.776
"Freshwater","Ethanol","D-Gluconate",5,0.745
"Freshwater","Ethanol","D-Glucosamine",6,0.651
"Freshwater","Ethanol","Nitrate",6,0.388
"Freshwater","Ethanol","Vitamin-free",9,0.809
"Freshwater","Ethanol","2-Keto-D-gluconate",7,0.798
"Freshwater","Ethanol","Starch formation",11,0.973
"Freshwater","Ethanol","Growth at 19°C",0,0.978
"Freshwater","Ethanol","Growth at 25°C",0,0.951
"Freshwater","Ethanol","Growth at 30°C",0,0.678
"Freshwater","Ethanol","Growth at 37°C",6,0.66
"Freshwater","Glycerol","Erythritol",11,0.969
"Freshwater","Glycerol","Ribitol",8,0.914
"Freshwater","Glycerol","Galactitol",11,0.938
"Freshwater","Glycerol","D-Mannitol",1,0.676
"Freshwater","Glycerol","D-Glucitol",1,0.7
"Freshwater","Glycerol","myo-Inositol",11,0.938
"Freshwater","Glycerol","DL-Lactate",4,0.434
"Freshwater","Glycerol","Succinate",0,0.555
"Freshwater","Glycerol","Citrate",5,0.714
"Freshwater","Glycerol","D-Gluconate",5,0.723
"Freshwater","Glycerol","D-Glucosamine",6,0.619
"Freshwater","Glycerol","Nitrate",6,0.344
"Freshwater","Glycerol","Vitamin-free",9,0.742
"Freshwater","Glycerol","2-Keto-D-gluconate",7,0.76
"Freshwater","Glycerol","Starch formation",11,0.95
"Freshwater","Glycerol","Growth at 19°C",0,0.977
"Freshwater","Glycerol","Growth at 25°C",0,0.949
"Freshwater","Glycerol","Growth at 30°C",0,0.668
"Freshwater","Glycerol","Growth at 37°C",6,0.618
"Freshwater","Erythritol","Ribitol",0,0.635
"Freshwater","Erythritol","Galactitol",0,0.505
"Freshwater","Erythritol","D-Mannitol",0,0.956
"Freshwater","Erythritol","D-Glucitol",0,0.979
"Freshwater","Erythritol","myo-Inositol",0,0.498
"Freshwater","Erythritol","DL-Lactate",0,0.756
"Freshwater","Erythritol","Succinate",0,0.956
"Freshwater","Erythritol","Citrate",0,0.773
"Freshwater","Erythritol","D-Gluconate",0,0.777
"Freshwater","Erythritol","D-Glucosamine",0,0.684
"Freshwater","Erythritol","Nitrate",0,0.626
"Freshwater","Erythritol","Vitamin-free",0,0.587
"Freshwater","Erythritol","2-Keto-D-gluconate",0,0.666
"Freshwater","Erythritol","Starch formation",0,0.503
"Freshwater","Erythritol","Growth at 19°C",0,0.998
"Freshwater","Erythritol","Growth at 25°C",0,0.994
"Freshwater","Erythritol","Growth at 30°C",0,0.977
"Freshwater","Erythritol","Growth at 37°C",0,0.7
"Freshwater","Ribitol","Galactitol",3,0.402
"Freshwater","Ribitol","D-Mannitol",0,0.815
"Freshwater","Ribitol","D-Glucitol",0,0.84
"Freshwater","Ribitol","myo-Inositol",3,0.39
"Freshwater","Ribitol","DL-Lactate",1,0.532
"Freshwater","Ribitol","Succinate",0,0.796
"Freshwater","Ribitol","Citrate",1,0.596
"Freshwater","Ribitol","D-Gluconate",2,0.773
"Freshwater","Ribitol","D-Glucosamine",1,0.365
"Freshwater","Ribitol","Nitrate",1,0.278
"Freshwater","Ribitol","Vitamin-free",3,0.574
"Freshwater","Ribitol","2-Keto-D-gluconate",1,0.364
"Freshwater","Ribitol","Starch formation",3,0.428
"Freshwater","Ribitol","Growth at 19°C",0,0.994
"Freshwater","Ribitol","Growth at 25°C",0,0.98
"Freshwater","Ribitol","Growth at 30°C",0,0.865
"Freshwater","Ribitol","Growth at 37°C",1,0.441
"Freshwater","Galactitol","D-Mannitol",0,0.978
"Freshwater","Galactitol","D-Glucitol",0,0.988
"Freshwater","Galactitol","myo-Inositol",0,0.73
"Freshwater","Galactitol","DL-Lactate",0,0.883
"Freshwater","Galactitol","Succinate",0,0.98
"Freshwater","Galactitol","Citrate",0,0.891
"Freshwater","Galactitol","D-Gluconate",0,0.885
"Freshwater","Galactitol","D-Glucosamine",0,0.826
"Freshwater","Galactitol","Nitrate",0,0.819
"Freshwater","Galactitol","Vitamin-free",0,0.785
"Freshwater","Galactitol","2-Keto-D-gluconate",0,0.821
"Freshwater","Galactitol","Starch formation",0,0.739
"Freshwater","Galactitol","Growth at 19°C",0,1
"Freshwater","Galactitol","Growth at 25°C",0,0.997
"Freshwater","Galactitol","Growth at 30°C",0,0.989
"Freshwater","Galactitol","Growth at 37°C",0,0.852
"Freshwater","D-Mannitol","D-Glucitol",0,0.656
"Freshwater","D-Mannitol","myo-Inositol",10,0.93
"Freshwater","D-Mannitol","DL-Lactate",3,0.421
"Freshwater","D-Mannitol","Succinate",0,0.624
"Freshwater","D-Mannitol","Citrate",4,0.718
"Freshwater","D-Mannitol","D-Gluconate",4,0.697
"Freshwater","D-Mannitol","D-Glucosamine",5,0.598
"Freshwater","D-Mannitol","Nitrate",5,0.332
"Freshwater","D-Mannitol","Vitamin-free",8,0.744
"Freshwater","D-Mannitol","2-Keto-D-gluconate",6,0.757
"Freshwater","D-Mannitol","Starch formation",10,0.95
"Freshwater","D-Mannitol","Growth at 19°C",0,0.982
"Freshwater","D-Mannitol","Growth at 25°C",0,0.959
"Freshwater","D-Mannitol","Growth at 30°C",0,0.712
"Freshwater","D-Mannitol","Growth at 37°C",5,0.595
"Freshwater","D-Glucitol","myo-Inositol",11,0.981
"Freshwater","D-Glucitol","DL-Lactate",4,0.494
"Freshwater","D-Glucitol","Succinate",1,0.72
"Freshwater","D-Glucitol","Citrate",5,0.778
"Freshwater","D-Glucitol","D-Gluconate",4,0.629
"Freshwater","D-Glucitol","D-Glucosamine",6,0.664
"Freshwater","D-Glucitol","Nitrate",6,0.398
"Freshwater","D-Glucitol","Vitamin-free",9,0.81
"Freshwater","D-Glucitol","2-Keto-D-gluconate",6,0.686
"Freshwater","D-Glucitol","Starch formation",11,0.991
"Freshwater","D-Glucitol","Growth at 19°C",0,0.977
"Freshwater","D-Glucitol","Growth at 25°C",0,0.95
"Freshwater","D-Glucitol","Growth at 30°C",0,0.681
"Freshwater","D-Glucitol","Growth at 37°C",6,0.662
"Freshwater","myo-Inositol","DL-Lactate",0,0.914
"Freshwater","myo-Inositol","Succinate",0,0.983
"Freshwater","myo-Inositol","Citrate",0,0.927
"Freshwater","myo-Inositol","D-Gluconate",0,0.931
"Freshwater","myo-Inositol","D-Glucosamine",0,0.878
"Freshwater","myo-Inositol","Nitrate",0,0.876
"Freshwater","myo-Inositol","Vitamin-free",0,0.842
"Freshwater","myo-Inositol","2-Keto-D-gluconate",0,0.883
"Freshwater","myo-Inositol","Starch formation",0,0.8
"Freshwater","myo-Inositol","Growth at 19°C",0,1
"Freshwater","myo-Inositol","Growth at 25°C",0,0.999
"Freshwater","myo-Inositol","Growth at 30°C",0,0.991
"Freshwater","myo-Inositol","Growth at 37°C",0,0.879
"Freshwater","DL-Lactate","Succinate",0,0.759
"Freshwater","DL-Lactate","Citrate",2,0.717
"Freshwater","DL-Lactate","D-Gluconate",2,0.695
"Freshwater","DL-Lactate","D-Glucosamine",4,0.799
"Freshwater","DL-Lactate","Nitrate",3,0.509
"Freshwater","DL-Lactate","Vitamin-free",5,0.754
"Freshwater","DL-Lactate","2-Keto-D-gluconate",4,0.804
"Freshwater","DL-Lactate","Starch formation",7,0.931
"Freshwater","DL-Lactate","Growth at 19°C",0,0.984
"Freshwater","DL-Lactate","Growth at 25°C",0,0.971
"Freshwater","DL-Lactate","Growth at 30°C",0,0.828
"Freshwater","DL-Lactate","Growth at 37°C",3,0.669
"Freshwater","Succinate","Citrate",5,0.746
"Freshwater","Succinate","D-Gluconate",5,0.75
"Freshwater","Succinate","D-Glucosamine",6,0.641
"Freshwater","Succinate","Nitrate",6,0.395
"Freshwater","Succinate","Vitamin-free",9,0.791
"Freshwater","Succinate","2-Keto-D-gluconate",7,0.81
"Freshwater","Succinate","Starch formation",11,0.969
"Freshwater","Succinate","Growth at 19°C",0,0.976
"Freshwater","Succinate","Growth at 25°C",0,0.949
"Freshwater","Succinate","Growth at 30°C",0,0.675
"Freshwater","Succinate","Growth at 37°C",6,0.67
"Freshwater","Citrate","D-Gluconate",1,0.484
"Freshwater","Citrate","D-Glucosamine",4,0.799
"Freshwater","Citrate","Nitrate",2,0.302
"Freshwater","Citrate","Vitamin-free",4,0.558
"Freshwater","Citrate","2-Keto-D-gluconate",4,0.801
"Freshwater","Citrate","Starch formation",6,0.778
"Freshwater","Citrate","Growth at 19°C",0,0.989
"Freshwater","Citrate","Growth at 25°C",0,0.975
"Freshwater","Citrate","Growth at 30°C",0,0.828
"Freshwater","Citrate","Growth at 37°C",2,0.492
"Freshwater","D-Gluconate","D-Glucosamine",4,0.755
"Freshwater","D-Gluconate","Nitrate",4,0.598
"Freshwater","D-Gluconate","Vitamin-free",5,0.669
"Freshwater","D-Gluconate","2-Keto-D-gluconate",3,0.604
"Freshwater","D-Gluconate","Starch formation",7,0.853
"Freshwater","D-Gluconate","Growth at 19°C",0,0.982
"Freshwater","D-Gluconate","Growth at 25°C",0,0.966
"Freshwater","D-Gluconate","Growth at 30°C",0,0.801
"Freshwater","D-Gluconate","Growth at 37°C",4,0.757
"Freshwater","D-Glucosamine","Nitrate",4,0.827
"Freshwater","D-Glucosamine","Vitamin-free",5,0.901
"Freshwater","D-Glucosamine","2-Keto-D-gluconate",2,0.607
"Freshwater","D-Glucosamine","Starch formation",5,0.82
"Freshwater","D-Glucosamine","Growth at 19°C",0,0.996
"Freshwater","D-Glucosamine","Growth at 25°C",0,0.978
"Freshwater","D-Glucosamine","Growth at 30°C",0,0.874
"Freshwater","D-Glucosamine","Growth at 37°C",4,0.92
"Freshwater","Nitrate","Vitamin-free",3,0.824
"Freshwater","Nitrate","2-Keto-D-gluconate",3,0.896
"Freshwater","Nitrate","Starch formation",5,0.959
"Freshwater","Nitrate","Growth at 19°C",0,0.991
"Freshwater","Nitrate","Growth at 25°C",0,0.981
"Freshwater","Nitrate","Growth at 30°C",0,0.861
"Freshwater","Nitrate","Growth at 37°C",2,0.787
"Freshwater","Vitamin-free","2-Keto-D-gluconate",2,0.905
"Freshwater","Vitamin-free","Starch formation",2,0.773
"Freshwater","Vitamin-free","Growth at 19°C",0,0.993
"Freshwater","Vitamin-free","Growth at 25°C",0,0.994
"Freshwater","Vitamin-free","Growth at 30°C",0,0.931
"Freshwater","Vitamin-free","Growth at 37°C",0,0.579
"Freshwater","2-Keto-D-gluconate","Starch formation",5,0.767
"Freshwater","2-Keto-D-gluconate","Growth at 19°C",0,0.99
"Freshwater","2-Keto-D-gluconate","Growth at 25°C",0,0.979
"Freshwater","2-Keto-D-gluconate","Growth at 30°C",0,0.823
"Freshwater","2-Keto-D-gluconate","Growth at 37°C",4,0.891
"Freshwater","Starch formation","Growth at 19°C",0,0.999
"Freshwater","Starch formation","Growth at 25°C",0,0.995
"Freshwater","Starch formation","Growth at 30°C",0,0.972
"Freshwater","Starch formation","Growth at 37°C",0,0.754
"Freshwater","Growth at 19°C","Growth at 25°C",0,0.941
"Freshwater","Growth at 19°C","Growth at 30°C",0,0.625
"Freshwater","Growth at 19°C","Growth at 37°C",7,0.622
"Freshwater","Growth at 25°C","Growth at 30°C",0,0.623
"Freshwater","Growth at 25°C","Growth at 37°C",7,0.63
"Freshwater","Growth at 30°C","Growth at 37°C",7,0.698
"Seawater.Marine","Glucose_F","Galactose_F",20,0.722
"Seawater.Marine","Glucose_F","Sucrose_F",16,0.422
"Seawater.Marine","Glucose_F","Maltose_F",19,0.537
"Seawater.Marine","Glucose_F","Lactose_F",26,0.743
"Seawater.Marine","Glucose_F","Raffinose_F",22,0.647
"Seawater.Marine","Glucose_F","Trehalose_F",19,0.655
"Seawater.Marine","Glucose_F","Glucose",0,1
"Seawater.Marine","Glucose_F","Inulin",25,0.746
"Seawater.Marine","Glucose_F","Sucrose",8,0.529
"Seawater.Marine","Glucose_F","Raffinose",22,0.782
"Seawater.Marine","Glucose_F","Melibiose",27,0.853
"Seawater.Marine","Glucose_F","Galactose",13,0.852
"Seawater.Marine","Glucose_F","Lactose",26,0.787
"Seawater.Marine","Glucose_F","Trehalose",8,0.722
"Seawater.Marine","Glucose_F","Maltose",8,0.47
"Seawater.Marine","Glucose_F","Melezitose",10,0.385
"Seawater.Marine","Glucose_F","Methyl-?-D-glucoside",10,0.436
"Seawater.Marine","Glucose_F","Soluble Starch",25,0.862
"Seawater.Marine","Glucose_F","Cellobiose",9,0.664
"Seawater.Marine","Glucose_F","Salicin",10,0.646
"Seawater.Marine","Glucose_F","L-Sorbose",13,0.679
"Seawater.Marine","Glucose_F","L-Rhamnose",20,0.607
"Seawater.Marine","Glucose_F","D-Xylose",8,0.734
"Seawater.Marine","Glucose_F","L-Arabinose",16,0.559
"Seawater.Marine","Glucose_F","D-Arabinose",19,0.646
"Seawater.Marine","Glucose_F","D-Ribose",17,0.69
"Seawater.Marine","Glucose_F","Methanol",26,0.794
"Seawater.Marine","Glucose_F","Ethanol",2,0.504
"Seawater.Marine","Glucose_F","Glycerol",3,0.731
"Seawater.Marine","Glucose_F","Erythritol",20,0.677
"Seawater.Marine","Glucose_F","Ribitol",11,0.733
"Seawater.Marine","Glucose_F","Galactitol",26,0.77
"Seawater.Marine","Glucose_F","D-Mannitol",3,0.622
"Seawater.Marine","Glucose_F","D-Glucitol",2,0.439
"Seawater.Marine","Glucose_F","myo-Inositol",27,0.847
"Seawater.Marine","Glucose_F","DL-Lactate",16,0.721
"Seawater.Marine","Glucose_F","Succinate",6,0.834
"Seawater.Marine","Glucose_F","Citrate",9,0.474
"Seawater.Marine","Glucose_F","D-Gluconate",9,0.388
"Seawater.Marine","Glucose_F","D-Glucosamine",14,0.544
"Seawater.Marine","Glucose_F","Nitrate",25,0.806
"Seawater.Marine","Glucose_F","Vitamin-free",24,0.821
"Seawater.Marine","Glucose_F","2-Keto-D-gluconate",12,0.463
"Seawater.Marine","Glucose_F","Starch formation",27,0.873
"Seawater.Marine","Glucose_F","Growth at 19°C",0,0.945
"Seawater.Marine","Glucose_F","Growth at 25°C",0,0.913
"Seawater.Marine","Glucose_F","Growth at 30°C",3,0.63
"Seawater.Marine","Glucose_F","Growth at 37°C",19,0.819
"Seawater.Marine","Galactose_F","Sucrose_F",1,0.153
"Seawater.Marine","Galactose_F","Maltose_F",2,0.197
"Seawater.Marine","Galactose_F","Lactose_F",6,0.364
"Seawater.Marine","Galactose_F","Raffinose_F",5,0.371
"Seawater.Marine","Galactose_F","Trehalose_F",2,0.246
"Seawater.Marine","Galactose_F","Glucose",0,1
"Seawater.Marine","Galactose_F","Inulin",7,0.509
"Seawater.Marine","Galactose_F","Sucrose",0,0.346
"Seawater.Marine","Galactose_F","Raffinose",6,0.569
"Seawater.Marine","Galactose_F","Melibiose",7,0.476
"Seawater.Marine","Galactose_F","Galactose",0,0.263
"Seawater.Marine","Galactose_F","Lactose",6,0.358
"Seawater.Marine","Galactose_F","Trehalose",1,0.651
"Seawater.Marine","Galactose_F","Maltose",0,0.345
"Seawater.Marine","Galactose_F","Melezitose",1,0.38
"Seawater.Marine","Galactose_F","Methyl-?-D-glucoside",0,0.22
"Seawater.Marine","Galactose_F","Soluble Starch",6,0.49
"Seawater.Marine","Galactose_F","Cellobiose",1,0.479
"Seawater.Marine","Galactose_F","Salicin",1,0.431
"Seawater.Marine","Galactose_F","L-Sorbose",2,0.455
"Seawater.Marine","Galactose_F","L-Rhamnose",5,0.501
"Seawater.Marine","Galactose_F","D-Xylose",1,0.631
"Seawater.Marine","Galactose_F","L-Arabinose",3,0.44
"Seawater.Marine","Galactose_F","D-Arabinose",5,0.53
"Seawater.Marine","Galactose_F","D-Ribose",2,0.327
"Seawater.Marine","Galactose_F","Methanol",7,0.478
"Seawater.Marine","Galactose_F","Ethanol",0,0.666
"Seawater.Marine","Galactose_F","Glycerol",0,0.807
"Seawater.Marine","Galactose_F","Erythritol",5,0.501
"Seawater.Marine","Galactose_F","Ribitol",1,0.465
"Seawater.Marine","Galactose_F","Galactitol",7,0.473
"Seawater.Marine","Galactose_F","D-Mannitol",0,0.722
"Seawater.Marine","Galactose_F","D-Glucitol",0,0.699
"Seawater.Marine","Galactose_F","myo-Inositol",7,0.463
"Seawater.Marine","Galactose_F","DL-Lactate",4,0.613
"Seawater.Marine","Galactose_F","Succinate",1,0.74
"Seawater.Marine","Galactose_F","Citrate",2,0.599
