sp1,sp2,sp1_inc,sp2_inc,obs_cooccur,prob_cooccur,exp_cooccur,p_lt,p_gt,sp1_name,sp2_name,Association
20,63,53,181,18,0.014,11.5,0.98904,0.02393,Tree.flux,L-Rhamnose,Positive
20,64,53,578,37,0.044,36.9,0.57095,0.55156,Tree.flux,D-Xylose,Random
20,65,53,288,12,0.022,18.4,0.03701,0.98244,Tree.flux,L-Arabinose,Negative
20,66,53,247,15,0.019,15.8,0.47602,0.64541,Tree.flux,D-Arabinose,Random
20,67,53,338,22,0.026,21.6,0.61004,0.50343,Tree.flux,D-Ribose,Random
20,68,53,67,7,0.005,4.3,0.94531,0.12526,Tree.flux,Methanol,Random
20,69,53,700,51,0.054,44.6,0.99905,0.00549,Tree.flux,Ethanol,Positive
20,70,53,737,49,0.057,47,0.87242,0.261,Tree.flux,Glycerol,Random
20,71,53,220,8,0.017,14,0.03272,0.98627,Tree.flux,Erythritol,Negative
20,72,53,501,30,0.038,32,0.33422,0.76287,Tree.flux,Ribitol,Random
20,73,53,100,5,0.008,6.4,0.36714,0.78902,Tree.flux,Galactitol,Random
20,74,53,672,43,0.052,42.9,0.57907,0.56419,Tree.flux,D-Mannitol,Random
20,75,53,659,45,0.051,42,0.89146,0.19549,Tree.flux,D-Glucitol,Random
20,76,53,75,3,0.006,4.8,0.27509,0.87653,Tree.flux,myo-Inositol,Random
20,77,53,381,37,0.029,24.3,0.99992,0.00024,Tree.flux,DL-Lactate,Positive
20,78,53,692,50,0.053,44.1,0.99668,0.01341,Tree.flux,Succinate,Positive
20,79,53,513,28,0.039,32.7,0.10971,0.93502,Tree.flux,Citrate,Random
20,80,53,459,25,0.035,29.3,0.14072,0.91323,Tree.flux,D-Gluconate,Random
20,81,53,314,16,0.024,20,0.1507,0.90909,Tree.flux,D-Glucosamine,Random
20,82,53,144,7,0.011,9.2,0.27131,0.84348,Tree.flux,Nitrate,Random
20,83,53,161,10,0.012,10.3,0.54586,0.59687,Tree.flux,Vitamin-free,Random
20,84,53,367,25,0.028,23.4,0.72609,0.37579,Tree.flux,2-Keto-D-gluconate,Random
20,85,53,107,4,0.008,6.8,0.16205,0.92956,Tree.flux,Starch formation,Random
20,86,53,820,53,0.063,52.3,1,0.48216,Tree.flux,Growth at 19°C,Random
20,87,53,822,53,0.063,52.4,1,0.55096,Tree.flux,Growth at 25°C,Random
20,88,53,732,49,0.056,46.7,0.89786,0.21879,Tree.flux,Growth at 30°C,Random
20,89,53,345,19,0.026,22,0.23659,0.84365,Tree.flux,Growth at 37°C,Random
21,41,55,607,49,0.048,40.2,0.99927,0.00255,Mushroom.Fungus,Glucose_F,Positive
21,42,55,259,31,0.021,17.1,0.99998,5.00E-05,Mushroom.Fungus,Galactose_F,Positive
21,43,55,209,7,0.017,13.8,0.01636,0.99395,Mushroom.Fungus,Sucrose_F,Negative
21,44,55,165,12,0.013,10.9,0.71678,0.40833,Mushroom.Fungus,Maltose_F,Random
21,45,55,29,1,0.002,1.9,0.41498,0.86752,Mushroom.Fungus,Lactose_F,Random
21,46,55,132,6,0.011,8.7,0.19949,0.89654,Mushroom.Fungus,Raffinose_F,Random
21,47,55,261,34,0.021,17.3,1,0,Mushroom.Fungus,Trehalose_F,Positive
21,48,55,831,55,0.066,55,1,1,Mushroom.Fungus,Glucose,Random
21,49,55,108,5,0.009,7.1,0.25507,0.86712,Mushroom.Fungus,Inulin,Random
21,50,55,503,37,0.04,33.3,0.88615,0.18025,Mushroom.Fungus,Sucrose,Random
21,51,55,237,9,0.019,15.7,0.02391,0.98996,Mushroom.Fungus,Raffinose,Negative
21,52,55,103,6,0.008,6.8,0.46512,0.69977,Mushroom.Fungus,Melibiose,Random
21,53,55,541,42,0.043,35.8,0.97769,0.04494,Mushroom.Fungus,Galactose,Positive
21,54,55,100,9,0.008,6.6,0.88849,0.20485,Mushroom.Fungus,Lactose,Random
21,55,55,578,48,0.046,38.3,0.99959,0.00143,Mushroom.Fungus,Trehalose,Positive
21,56,55,468,39,0.037,31,0.99267,0.01592,Mushroom.Fungus,Maltose,Positive
21,57,55,383,30,0.031,25.3,0.92514,0.12274,Mushroom.Fungus,Melezitose,Random
21,58,55,388,38,0.031,25.7,0.99985,0.00044,Mushroom.Fungus,Methyl-?-D-glucoside,Positive
21,59,55,196,15,0.016,13,0.79919,0.30136,Mushroom.Fungus,Soluble Starch,Random
21,60,55,524,45,0.042,34.7,0.99949,0.00154,Mushroom.Fungus,Cellobiose,Positive
21,61,55,517,41,0.041,34.2,0.98399,0.03297,Mushroom.Fungus,Salicin,Positive
21,62,55,437,23,0.035,28.9,0.06485,0.96371,Mushroom.Fungus,L-Sorbose,Random
21,63,55,181,10,0.014,12,0.31621,0.79665,Mushroom.Fungus,L-Rhamnose,Random
21,64,55,578,45,0.046,38.3,0.9889,0.02548,Mushroom.Fungus,D-Xylose,Positive
21,65,55,288,14,0.023,19.1,0.08849,0.95137,Mushroom.Fungus,L-Arabinose,Random
21,66,55,247,22,0.02,16.3,0.96731,0.06037,Mushroom.Fungus,D-Arabinose,Random
21,67,55,338,28,0.027,22.4,0.95823,0.07342,Mushroom.Fungus,D-Ribose,Random
21,68,55,67,4,0.005,4.4,0.53874,0.66524,Mushroom.Fungus,Methanol,Random
21,69,55,700,47,0.056,46.3,0.66133,0.48938,Mushroom.Fungus,Ethanol,Random
21,70,55,737,55,0.059,48.8,1,0.00107,Mushroom.Fungus,Glycerol,Positive
21,71,55,220,18,0.018,14.6,0.89184,0.17543,Mushroom.Fungus,Erythritol,Random
21,72,55,501,46,0.04,33.2,0.99997,0.00011,Mushroom.Fungus,Ribitol,Positive
21,73,55,100,7,0.008,6.6,0.66207,0.50107,Mushroom.Fungus,Galactitol,Random
21,74,55,672,52,0.054,44.5,0.99939,0.00298,Mushroom.Fungus,D-Mannitol,Positive
21,75,55,659,52,0.052,43.6,0.99976,0.00128,Mushroom.Fungus,D-Glucitol,Positive
21,76,55,75,4,0.006,5,0.43319,0.75244,Mushroom.Fungus,myo-Inositol,Random
21,77,55,381,18,0.03,25.2,0.02896,0.98555,Mushroom.Fungus,DL-Lactate,Negative
21,78,55,692,52,0.055,45.8,0.99759,0.0101,Mushroom.Fungus,Succinate,Positive
21,79,55,513,49,0.041,34,1,0,Mushroom.Fungus,Citrate,Positive
21,80,55,459,38,0.037,30.4,0.98959,0.0217,Mushroom.Fungus,D-Gluconate,Positive
21,81,55,314,34,0.025,20.8,0.99995,0.00016,Mushroom.Fungus,D-Glucosamine,Positive
21,82,55,144,4,0.011,9.5,0.02417,0.99249,Mushroom.Fungus,Nitrate,Negative
21,83,55,161,7,0.013,10.7,0.13041,0.93502,Mushroom.Fungus,Vitamin-free,Random
21,84,55,367,41,0.029,24.3,1,0,Mushroom.Fungus,2-Keto-D-gluconate,Positive
21,85,55,107,2,0.009,7.1,0.01826,0.99622,Mushroom.Fungus,Starch formation,Negative
21,86,55,820,55,0.065,54.3,1,0.46861,Mushroom.Fungus,Growth at 19°C,Random
21,87,55,822,55,0.065,54.4,1,0.53827,Mushroom.Fungus,Growth at 25°C,Random
21,88,55,732,52,0.058,48.4,0.97079,0.08633,Mushroom.Fungus,Growth at 30°C,Random
21,89,55,345,7,0.027,22.8,0,1,Mushroom.Fungus,Growth at 37°C,Negative
22,41,167,607,119,0.147,122,0.31157,0.75316,Soil,Glucose_F,Random
22,42,167,259,62,0.063,52,0.97358,0.03977,Soil,Galactose_F,Positive
22,43,167,209,51,0.051,42,0.96946,0.04654,Soil,Sucrose_F,Positive
22,44,167,165,34,0.04,33.2,0.619,0.46533,Soil,Maltose_F,Random
22,45,167,29,2,0.007,5.8,0.04794,0.98865,Soil,Lactose_F,Negative
22,46,167,132,36,0.032,26.5,0.9893,0.01888,Soil,Raffinose_F,Positive
22,47,167,261,42,0.063,52.5,0.03036,0.98069,Soil,Trehalose_F,Negative
22,48,167,831,167,0.201,167,1,1,Soil,Glucose,Random
22,49,167,108,44,0.026,21.7,1,0,Soil,Inulin,Positive
22,50,167,503,105,0.122,101.1,0.78245,0.27344,Soil,Sucrose,Random
22,51,167,237,67,0.057,47.6,0.9999,2.00E-04,Soil,Raffinose,Positive
22,52,167,103,43,0.025,20.7,1,0,Soil,Melibiose,Positive
22,53,167,541,122,0.131,108.7,0.99442,0.00939,Soil,Galactose,Positive
22,54,167,100,38,0.024,20.1,1,1.00E-05,Soil,Lactose,Positive
22,55,167,578,120,0.14,116.2,0.79234,0.26619,Soil,Trehalose,Random
22,56,167,468,93,0.113,94.1,0.46087,0.60741,Soil,Maltose,Random
22,57,167,383,82,0.093,77,0.83165,0.21554,Soil,Melezitose,Random
22,58,167,388,90,0.094,78,0.98507,0.02283,Soil,Methyl-?-D-glucoside,Positive
22,59,167,196,48,0.047,39.4,0.96675,0.05075,Soil,Soluble Starch,Random
22,60,167,524,103,0.127,105.3,0.37156,0.6937,Soil,Cellobiose,Random
22,61,167,517,104,0.125,103.9,0.54109,0.53002,Soil,Salicin,Random
22,62,167,437,100,0.106,87.8,0.98625,0.02119,Soil,L-Sorbose,Positive
22,63,167,181,43,0.044,36.4,0.93079,0.10062,Soil,L-Rhamnose,Random
22,64,167,578,109,0.14,116.2,0.10592,0.92412,Soil,D-Xylose,Random
22,65,167,288,67,0.07,57.9,0.95912,0.0592,Soil,L-Arabinose,Random
22,66,167,247,46,0.06,49.6,0.27787,0.7825,Soil,D-Arabinose,Random
22,67,167,338,65,0.082,67.9,0.33556,0.72622,Soil,D-Ribose,Random
22,68,167,67,17,0.016,13.5,0.89785,0.16655,Soil,Methanol,Random
22,69,167,700,140,0.169,140.7,0.47705,0.6155,Soil,Ethanol,Random
22,70,167,737,138,0.178,148.1,0.00573,0.99727,Soil,Glycerol,Negative
22,71,167,220,50,0.053,44.2,0.89057,0.14984,Soil,Erythritol,Random
22,72,167,501,86,0.121,100.7,0.0063,0.9962,Soil,Ribitol,Negative
22,73,167,100,40,0.024,20.1,1,0,Soil,Galactitol,Positive
22,74,167,672,122,0.163,135,0.0036,0.9981,Soil,D-Mannitol,Negative
22,75,167,659,120,0.159,132.4,0.00634,0.99649,Soil,D-Glucitol,Negative
22,76,167,75,21,0.018,15.1,0.9704,0.05418,Soil,myo-Inositol,Random
22,77,167,381,81,0.092,76.6,0.80438,0.24699,Soil,DL-Lactate,Random
22,78,167,692,123,0.167,139.1,0.00026,0.99988,Soil,Succinate,Negative
22,79,167,513,97,0.124,103.1,0.15953,0.87961,Soil,Citrate,Random
22,80,167,459,100,0.111,92.2,0.92509,0.10295,Soil,D-Gluconate,Random
22,81,167,314,49,0.076,63.1,0.00704,0.99584,Soil,D-Glucosamine,Negative
22,82,167,144,27,0.035,28.9,0.37622,0.70785,Soil,Nitrate,Random
22,83,167,161,51,0.039,32.4,0.99997,7.00E-05,Soil,Vitamin-free,Positive
22,84,167,367,73,0.089,73.8,0.4832,0.58569,Soil,2-Keto-D-gluconate,Random
22,85,167,107,26,0.026,21.5,0.89986,0.15092,Soil,Starch formation,Random
22,86,167,820,164,0.198,164.8,0.38581,0.83806,Soil,Growth at 19°C,Random
22,87,167,822,165,0.199,165.2,0.5678,0.73628,Soil,Growth at 25°C,Random
22,88,167,732,158,0.177,147.1,0.9995,0.0015,Soil,Growth at 30°C,Positive
22,89,167,345,78,0.083,69.3,0.94595,0.07602,Soil,Growth at 37°C,Random
23,41,79,607,62,0.069,57.7,0.90156,0.15572,Insect.Frass,Glucose_F,Random
23,42,79,259,29,0.03,24.6,0.89243,0.16092,Insect.Frass,Galactose_F,Random
23,43,79,209,22,0.024,19.9,0.76606,0.32311,Insect.Frass,Sucrose_F,Random
23,44,79,165,18,0.019,15.7,0.80007,0.28955,Insect.Frass,Maltose_F,Random
23,45,79,29,1,0.003,2.8,0.21807,0.94763,Insect.Frass,Lactose_F,Random
23,46,79,132,11,0.015,12.5,0.37753,0.74065,Insect.Frass,Raffinose_F,Random
23,47,79,261,35,0.03,24.8,0.99611,0.0078,Insect.Frass,Trehalose_F,Positive
23,48,79,831,79,0.095,79,1,1,Insect.Frass,Glucose,Random
23,49,79,108,8,0.012,10.3,0.27465,0.83464,Insect.Frass,Inulin,Random
23,50,79,503,51,0.058,47.8,0.81307,0.25962,Insect.Frass,Sucrose,Random
23,51,79,237,26,0.027,22.5,0.8506,0.21661,Insect.Frass,Raffinose,Random
23,52,79,103,14,0.012,9.8,0.94915,0.09523,Insect.Frass,Melibiose,Random
23,53,79,541,48,0.062,51.4,0.23216,0.83546,Insect.Frass,Galactose,Random
23,54,79,100,17,0.011,9.5,0.99659,0.0084,Insect.Frass,Lactose,Positive
23,55,79,578,68,0.066,54.9,0.9999,0.00032,Insect.Frass,Trehalose,Positive
23,56,79,468,54,0.054,44.5,0.99218,0.01498,Insect.Frass,Maltose,Positive
23,57,79,383,49,0.044,36.4,0.99906,0.00206,Insect.Frass,Melezitose,Positive
23,58,79,388,53,0.044,36.9,0.99996,1.00E-04,Insect.Frass,Methyl-?-D-glucoside,Positive
23,59,79,196,24,0.022,18.6,0.94596,0.0898,Insect.Frass,Soluble Starch,Random
23,60,79,524,65,0.06,49.8,0.99997,8.00E-05,Insect.Frass,Cellobiose,Positive
23,61,79,517,66,0.059,49.1,1,1.00E-05,Insect.Frass,Salicin,Positive
23,62,79,437,42,0.05,41.5,0.58889,0.50481,Insect.Frass,L-Sorbose,Random
23,63,79,181,41,0.021,17.2,1,0,Insect.Frass,L-Rhamnose,Positive
23,64,79,578,75,0.066,54.9,1,0,Insect.Frass,D-Xylose,Positive
23,65,79,288,51,0.033,27.4,1,0,Insect.Frass,L-Arabinose,Positive
23,66,79,247,42,0.028,23.5,1,0,Insect.Frass,D-Arabinose,Positive
23,67,79,338,48,0.039,32.1,0.99995,0.00012,Insect.Frass,D-Ribose,Positive
23,68,79,67,10,0.008,6.4,0.95668,0.09183,Insect.Frass,Methanol,Random
23,69,79,700,78,0.08,66.5,1,1.00E-05,Insect.Frass,Ethanol,Positive
23,70,79,737,75,0.084,70.1,0.98646,0.04002,Insect.Frass,Glycerol,Positive
23,71,79,220,37,0.025,20.9,0.99999,3.00E-05,Insect.Frass,Erythritol,Positive
23,72,79,501,57,0.057,47.6,0.99246,0.01472,Insect.Frass,Ribitol,Positive
23,73,79,100,14,0.011,9.5,0.95981,0.07789,Insect.Frass,Galactitol,Random
23,74,79,672,72,0.077,63.9,0.99742,0.00743,Insect.Frass,D-Mannitol,Positive
23,75,79,659,74,0.075,62.6,0.99995,0.00024,Insect.Frass,D-Glucitol,Positive
23,76,79,75,9,0.009,7.1,0.83719,0.27547,Insect.Frass,myo-Inositol,Random
23,77,79,381,36,0.044,36.2,0.52751,0.56679,Insect.Frass,DL-Lactate,Random
23,78,79,692,76,0.079,65.8,0.99996,0.00025,Insect.Frass,Succinate,Positive
23,79,79,513,57,0.059,48.8,0.98464,0.02829,Insect.Frass,Citrate,Positive
23,80,79,459,65,0.053,43.6,1,0,Insect.Frass,D-Gluconate,Positive
23,81,79,314,41,0.036,29.9,0.99747,0.00515,Insect.Frass,D-Glucosamine,Positive
23,82,79,144,21,0.016,13.7,0.99022,0.02014,Insect.Frass,Nitrate,Positive
23,83,79,161,16,0.018,15.3,0.64755,0.46694,Insect.Frass,Vitamin-free,Random
23,84,79,367,43,0.042,34.9,0.97955,0.03533,Insect.Frass,2-Keto-D-gluconate,Positive
23,85,79,107,5,0.012,10.2,0.04166,0.98441,Insect.Frass,Starch formation,Negative
23,86,79,820,79,0.094,78,1,0.33093,Insect.Frass,Growth at 19°C,Random
23,87,79,822,79,0.094,78.1,1,0.4051,Insect.Frass,Growth at 25°C,Random
23,88,79,732,79,0.084,69.6,1,3.00E-05,Insect.Frass,Growth at 30°C,Positive
23,89,79,345,48,0.039,32.8,0.99991,0.00023,Insect.Frass,Growth at 37°C,Positive
24,41,18,607,16,0.016,13.1,0.97438,0.09729,Leather.Tanning,Glucose_F,Random
24,42,18,259,6,0.007,5.6,0.68478,0.50982,Leather.Tanning,Galactose_F,Random
24,43,18,209,5,0.005,4.5,0.71379,0.48797,Leather.Tanning,Sucrose_F,Random
24,44,18,165,2,0.004,3.6,0.27343,0.90093,Leather.Tanning,Maltose_F,Random
24,46,18,132,3,0.003,2.9,0.68297,0.564,Leather.Tanning,Raffinose_F,Random
24,47,18,261,5,0.007,5.7,0.48118,0.71541,Leather.Tanning,Trehalose_F,Random
24,48,18,831,18,0.022,18,1,1,Leather.Tanning,Glucose,Random
24,49,18,108,1,0.003,2.3,0.29784,0.92065,Leather.Tanning,Inulin,Random
24,50,18,503,8,0.013,10.9,0.12221,0.9495,Leather.Tanning,Sucrose,Random
24,51,18,237,5,0.006,5.1,0.59021,0.6176,Leather.Tanning,Raffinose,Random
24,52,18,103,4,0.003,2.2,0.93936,0.17399,Leather.Tanning,Melibiose,Random
24,53,18,541,10,0.014,11.7,0.26666,0.86556,Leather.Tanning,Galactose,Random
24,54,18,100,4,0.003,2.2,0.94562,0.16092,Leather.Tanning,Lactose,Random
24,55,18,578,10,0.015,12.5,0.14801,0.9372,Leather.Tanning,Trehalose,Random
24,56,18,468,9,0.012,10.1,0.37684,0.78492,Leather.Tanning,Maltose,Random
24,57,18,383,9,0.01,8.3,0.7183,0.45894,Leather.Tanning,Melezitose,Random
24,58,18,388,9,0.01,8.4,0.7003,0.47981,Leather.Tanning,Methyl-?-D-glucoside,Random
24,59,18,196,5,0.005,4.2,0.76661,0.42477,Leather.Tanning,Soluble Starch,Random
24,60,18,524,11,0.014,11.4,0.52097,0.66838,Leather.Tanning,Cellobiose,Random
24,61,18,517,12,0.013,11.2,0.73427,0.44901,Leather.Tanning,Salicin,Random
24,62,18,437,6,0.011,9.5,0.07819,0.97156,Leather.Tanning,L-Sorbose,Random
24,63,18,181,8,0.005,3.9,0.99291,0.02533,Leather.Tanning,L-Rhamnose,Positive
24,64,18,578,15,0.015,12.5,0.94643,0.15196,Leather.Tanning,D-Xylose,Random
24,65,18,288,11,0.008,6.2,0.99482,0.01856,Leather.Tanning,L-Arabinose,Positive
24,66,18,247,5,0.006,5.4,0.54464,0.66016,Leather.Tanning,D-Arabinose,Random
24,67,18,338,9,0.009,7.3,0.8545,0.28098,Leather.Tanning,D-Ribose,Random
24,68,18,67,3,0.002,1.5,0.95014,0.17127,Leather.Tanning,Methanol,Random
24,69,18,700,17,0.018,15.2,0.95597,0.19604,Leather.Tanning,Ethanol,Random
24,70,18,737,17,0.019,16,0.88748,0.37695,Leather.Tanning,Glycerol,Random
24,71,18,220,6,0.006,4.8,0.82725,0.33357,Leather.Tanning,Erythritol,Random
24,72,18,501,11,0.013,10.9,0.61765,0.57397,Leather.Tanning,Ribitol,Random
24,73,18,100,4,0.003,2.2,0.94562,0.16092,Leather.Tanning,Galactitol,Random
24,74,18,672,12,0.018,14.6,0.11025,0.96036,Leather.Tanning,D-Mannitol,Random
24,75,18,659,13,0.017,14.3,0.30913,0.85176,Leather.Tanning,D-Glucitol,Random
24,76,18,75,1,0.002,1.6,0.50561,0.82114,Leather.Tanning,myo-Inositol,Random
24,77,18,381,13,0.01,8.3,0.99441,0.02069,Leather.Tanning,DL-Lactate,Positive
24,78,18,692,16,0.018,15,0.83193,0.39774,Leather.Tanning,Succinate,Random
24,79,18,513,11,0.013,11.1,0.56795,0.62391,Leather.Tanning,Citrate,Random
24,80,18,459,11,0.012,9.9,0.77066,0.39803,Leather.Tanning,D-Gluconate,Random
24,81,18,314,7,0.008,6.8,0.64026,0.55099,Leather.Tanning,D-Glucosamine,Random
24,82,18,144,4,0.004,3.1,0.81285,0.38129,Leather.Tanning,Nitrate,Random
24,83,18,161,1,0.004,3.5,0.10776,0.98018,Leather.Tanning,Vitamin-free,Random
24,84,18,367,6,0.01,7.9,0.24546,0.88115,Leather.Tanning,2-Keto-D-gluconate,Random
24,85,18,107,1,0.003,2.3,0.30305,0.91863,Leather.Tanning,Starch formation,Random
24,86,18,820,18,0.021,17.8,1,0.78477,Leather.Tanning,Growth at 19°C,Random
24,87,18,822,18,0.021,17.8,1,0.82033,Leather.Tanning,Growth at 25°C,Random
24,88,18,732,17,0.019,15.9,0.9006,0.34715,Leather.Tanning,Growth at 30°C,Random
24,89,18,345,9,0.009,7.5,0.83664,0.30677,Leather.Tanning,Growth at 37°C,Random
25,41,45,607,34,0.04,32.9,0.70737,0.42299,Industrial,Glucose_F,Random
25,42,45,259,18,0.017,14,0.92831,0.12603,Industrial,Galactose_F,Random
25,43,45,209,15,0.014,11.3,0.9269,0.13149,Industrial,Sucrose_F,Random
25,44,45,165,10,0.011,8.9,0.73335,0.40137,Industrial,Maltose_F,Random
25,45,45,29,1,0.002,1.6,0.52628,0.80663,Industrial,Lactose_F,Random
25,46,45,132,9,0.009,7.1,0.8389,0.27576,Industrial,Raffinose_F,Random
25,47,45,261,16,0.017,14.1,0.78475,0.32087,Industrial,Trehalose_F,Random
25,48,45,831,45,0.054,45,1,1,Industrial,Glucose,Random
25,49,45,108,4,0.007,5.8,0.28066,0.86058,Industrial,Inulin,Random
25,50,45,503,24,0.033,27.2,0.19462,0.87891,Industrial,Sucrose,Random
25,51,45,237,14,0.015,12.8,0.71899,0.40266,Industrial,Raffinose,Random
25,52,45,103,5,0.007,5.6,0.50689,0.67698,Industrial,Melibiose,Random
25,53,45,541,31,0.035,29.3,0.75828,0.35417,Industrial,Galactose,Random
25,54,45,100,5,0.007,5.4,0.53749,0.64976,Industrial,Lactose,Random
25,55,45,578,27,0.038,31.3,0.10448,0.94238,Industrial,Trehalose,Random
25,56,45,468,24,0.03,25.3,0.39529,0.71663,Industrial,Maltose,Random
25,57,45,383,23,0.025,20.7,0.80214,0.29354,Industrial,Melezitose,Random
25,58,45,388,22,0.025,21,0.677,0.43919,Industrial,Methyl-?-D-glucoside,Random
25,59,45,196,15,0.013,10.6,0.95706,0.08356,Industrial,Soluble Starch,Random
25,60,45,524,24,0.034,28.4,0.11013,0.93766,Industrial,Cellobiose,Random
25,61,45,517,25,0.034,28,0.21385,0.86508,Industrial,Salicin,Random
25,62,45,437,29,0.028,23.7,0.96435,0.06807,Industrial,L-Sorbose,Random
25,63,45,181,10,0.012,9.8,0.61342,0.53203,Industrial,L-Rhamnose,Random
25,64,45,578,33,0.038,31.3,0.7652,0.35101,Industrial,D-Xylose,Random
25,65,45,288,17,0.019,15.6,0.73303,0.38042,Industrial,L-Arabinose,Random
25,66,45,247,11,0.016,13.4,0.26903,0.83225,Industrial,D-Arabinose,Random
25,67,45,338,17,0.022,18.3,0.40438,0.71089,Industrial,D-Ribose,Random
25,68,45,67,3,0.004,3.6,0.5003,0.72189,Industrial,Methanol,Random
25,69,45,700,43,0.046,37.9,0.99648,0.01729,Industrial,Ethanol,Positive
25,70,45,737,40,0.048,39.9,0.59153,0.59951,Industrial,Glycerol,Random
25,71,45,220,8,0.014,11.9,0.11537,0.94247,Industrial,Erythritol,Random
25,72,45,501,24,0.033,27.1,0.20423,0.87182,Industrial,Ribitol,Random
25,73,45,100,9,0.007,5.4,0.96569,0.07917,Industrial,Galactitol,Random
25,74,45,672,32,0.044,36.4,0.06945,0.96666,Industrial,D-Mannitol,Random
25,75,45,659,35,0.043,35.7,0.45881,0.68244,Industrial,D-Glucitol,Random
25,76,45,75,6,0.005,4.1,0.89879,0.21245,Industrial,myo-Inositol,Random
25,77,45,381,36,0.025,20.6,1,0,Industrial,DL-Lactate,Positive
25,78,45,692,40,0.045,37.5,0.89861,0.20621,Industrial,Succinate,Random
25,79,45,513,26,0.033,27.8,0.34006,0.7654,Industrial,Citrate,Random
25,80,45,459,25,0.03,24.9,0.57677,0.54547,Industrial,D-Gluconate,Random
25,81,45,314,15,0.02,17,0.32074,0.78423,Industrial,D-Glucosamine,Random
25,82,45,144,5,0.009,7.8,0.17721,0.91581,Industrial,Nitrate,Random
25,83,45,161,10,0.01,8.7,0.76093,0.36885,Industrial,Vitamin-free,Random
25,84,45,367,21,0.024,19.9,0.69336,0.42144,Industrial,2-Keto-D-gluconate,Random
25,85,45,107,5,0.007,5.8,0.46685,0.71117,Industrial,Starch formation,Random
25,86,45,820,44,0.053,44.4,0.46002,0.88442,Industrial,Growth at 19°C,Random
25,87,45,822,45,0.054,44.5,1,0.60438,Industrial,Growth at 25°C,Random
25,88,45,732,44,0.048,39.6,0.99719,0.02098,Industrial,Growth at 30°C,Positive
25,89,45,345,27,0.022,18.7,0.99675,0.0079,Industrial,Growth at 37°C,Positive
26,41,12,607,10,0.011,8.8,0.87659,0.33093,Freshwater,Glucose_F,Random
26,42,12,259,0,0.005,3.7,0.01091,1,Freshwater,Galactose_F,Negative
26,43,12,209,1,0.004,3,0.15365,0.9699,Freshwater,Sucrose_F,Random
26,44,12,165,1,0.003,2.4,0.27694,0.93116,Freshwater,Maltose_F,Random
26,46,12,132,2,0.002,1.9,0.70561,0.59191,Freshwater,Raffinose_F,Random
26,47,12,261,1,0.005,3.8,0.06903,0.98955,Freshwater,Trehalose_F,Random
26,48,12,831,12,0.014,12,1,1,Freshwater,Glucose,Random
26,49,12,108,2,0.002,1.6,0.80351,0.47576,Freshwater,Inulin,Random
26,50,12,503,6,0.009,7.3,0.31982,0.85268,Freshwater,Sucrose,Random
26,51,12,237,2,0.004,3.4,0.28811,0.89871,Freshwater,Raffinose,Random
26,52,12,103,0,0.002,1.5,0.20204,1,Freshwater,Melibiose,Random
26,53,12,541,3,0.009,7.8,0.00519,0.99924,Freshwater,Galactose,Negative
26,54,12,100,1,0.002,1.4,0.56624,0.78766,Freshwater,Lactose,Random
26,55,12,578,9,0.01,8.3,0.75962,0.47819,Freshwater,Trehalose,Random
26,56,12,468,7,0.008,6.8,0.66346,0.56448,Freshwater,Maltose,Random
26,57,12,383,6,0.007,5.5,0.71488,0.50404,Freshwater,Melezitose,Random
26,58,12,388,6,0.007,5.6,0.70009,0.52116,Freshwater,Methyl-?-D-glucoside,Random
26,59,12,196,1,0.003,2.8,0.1844,0.96134,Freshwater,Soluble Starch,Random
26,60,12,524,11,0.009,7.6,0.99623,0.03084,Freshwater,Cellobiose,Positive
26,61,12,517,11,0.009,7.5,0.9968,0.02705,Freshwater,Salicin,Positive
26,62,12,437,4,0.008,6.3,0.14597,0.95017,Freshwater,L-Sorbose,Random
26,63,12,181,6,0.003,2.6,0.99391,0.02808,Freshwater,L-Rhamnose,Positive
26,64,12,578,10,0.01,8.3,0.92134,0.24038,Freshwater,D-Xylose,Random
26,65,12,288,0,0.005,4.2,0.00581,1,Freshwater,L-Arabinose,Negative
26,66,12,247,1,0.004,3.6,0.08659,0.98597,Freshwater,D-Arabinose,Random
26,67,12,338,2,0.006,4.9,0.07503,0.98306,Freshwater,D-Ribose,Random
26,69,12,700,11,0.012,10.1,0.87427,0.4126,Freshwater,Ethanol,Random
26,70,12,737,11,0.013,10.6,0.7656,0.59859,Freshwater,Glycerol,Random
26,71,12,220,0,0.004,3.2,0.02425,1,Freshwater,Erythritol,Negative
26,72,12,501,3,0.009,7.2,0.01389,0.99753,Freshwater,Ribitol,Negative
26,73,12,100,0,0.002,1.4,0.21234,1,Freshwater,Galactitol,Random
26,74,12,672,10,0.012,9.7,0.70178,0.58896,Freshwater,D-Mannitol,Random
26,75,12,659,11,0.011,9.5,0.93942,0.25353,Freshwater,D-Glucitol,Random
26,76,12,75,0,0.001,1.1,0.31886,1,Freshwater,myo-Inositol,Random
26,77,12,381,7,0.007,5.5,0.87808,0.27929,Freshwater,DL-Lactate,Random
26,78,12,692,11,0.012,10,0.89059,0.3774,Freshwater,Succinate,Random
26,79,12,513,6,0.009,7.4,0.28877,0.87231,Freshwater,Citrate,Random
26,80,12,459,7,0.008,6.6,0.69114,0.5337,Freshwater,D-Gluconate,Random
